word,class
infants*,social
inform,social
informed,social
informing,social
informs,social
inlaw*,social
inquir*,social
instagram,social
insult*,social
interact*,social
interpersonal*,social
interrup*,social
interview*,social
involv*,social
motherhood,social
mothering,social
motherl*,social
mothers,social
mr,social
mrs,social
ms,social
mum,social
mum's,social
mummy*,social
mums,social
name,social
names,social
nana,social
nana's,social
nanas,social
nann*,social
negotiat*,social
neighbor*,social
neighbour*,social
nephew*,social
newborn*,social
niece*,social
offer*,social
oomf,social
our,social
ours,social
ourselves,social
outsider*,social
overhear*,social
owner*,social
pa,social
pa's,social
pal,social
pal's,social
pals,social
papa,social
papa's,social
papas,social
pappy,social
pappy's,social
parent*,social
participant*,social
participat*,social
partie*,social
partner*,social
sororit*,social
soulmate*,social
speak,social
speaking,social
speaks,social
spoke*,social
spous*,social
squad*,social
step-child*,social
step-dad*,social
step-dau*,social
step-fath*,social
step-kid*,social
step-moth*,social
step-son*,social
stepchild*,social
stepdad*,social
stepdau*,social
stepfath*,social
stepkid*,social
stepmoth*,social
stepson,social
stories,social
story,social
sugardadd*,social
sugarmam**,social
sugarmom*,social
suggest*,social
sweetheart*,social
sweetie*,social
sympath*,social
tallkk,social
talkative,social
talked,social
talker*,social
talking,social
talks,social
team*,social
teas*,social
teen,social
teenage*,social
telephon*,social
tell,social
telling,social
tells,social
texted,social
aunt*,female
bachelorette,female
bride*,female
chick,female
chick'*,female
chicks,female
cowgirl*,female
dame*,female
damsel*,female
daughter*,female
duchess*,female
exgf*,female
exgirl*,female
exwife*,female
exwive*,female
female,female
females,female
feminine,female
femininity,female
femme*,female
fiancee*,female
gal,female
gals,female
gentlewom*,female
gf*,female
girl,female
girl's,female
girlh*,female
girli*,female
girls*,female
girly,female
goddddess**,female
godmother,female
granddau*,female
grandm*,female
granny,female
grl*,female
gurl*,female
her,female
heroine*,female
hers,female
herself,female
housewi*,female
ladies,female
lady,female
lady's,female
bachelor,male
bachelor*,male
bachelors,male
beau,male
bf,male
bf's,male
bfs,male
boi,male
boy,male
boy's,male
boyfriend*,male
boyhood,male
boyish,male
boys,male
bro,male
bro'*,male
bros,male
brother*,male
bruh,male
buddy*,male
chap,male
cowboy*,male
dad,male
dad's,male
daddies,male
dd addddy,male
daddy's,male
dads,male
dawg*,male
dilf*,male
duke*,male
exbf*,male
exboy*,male
exhusb*,male
father*,male
fella,male
fellow,male
fellow's,male
fellows,male
fiance,male
fiance's,male
gent,male
gentlem*,male
gents,male
godfather*,male
gramp*,male
abnormal*,cognition
absolute,cognition
absolutely,cognition
accept,cognition
accepta*,cognition
accepted,cognition
accepting,cognition
accepts,cognition
accura*,cognition
acknowledg*,cognition
activat*,cognition
actually,cognition
adjust*,cognition
admit,cognition
admits,cognition
admitted,cognition
admitting,cognition
affect,cognition
affected,cognition
affecting,cognition
affects,cognition
afterthought*,cognition
against,cognition
aggravat*,cognition
ain't,cognition
aint,cognition
all,cognition
allot,cognition
allow*,cognition
almost,cognition
alot,cognition
alternativ*,cognition
although,cognition
altogether,cognition
always,cognition
ambigu*,cognition
analy*,cognition
answer*,cognition
any,cognition
anybod*,cognition
anyhow,cognition
anyone*,cognition
anything,cognition
anytime,cognition
anywhere,cognition
apart,cognition
could've,cognition
ccoouullddnn'tt,cognition
couldnt,cognition
couldve,cognition
coz,cognition
create,cognition
created,cognition
creates,cognition
creating,cognition
creation,cognition
creations,cognition
creative,cognition
creativity,cognition
curio*,cognition
cuz,cognition
decide,cognition
decided,cognition
decides,cognition
deciding,cognition
deciev*,cognition
decis*,cognition
deduc*,cognition
define,cognition
defined,cognition
defines,cognition
defining,cognition
definite,cognition
definitely,cognition
definition,cognition
definitive*,cognition
depend,cognition
ddependdedd,cognition
depending,cognition
depends,cognition
desir*,cognition
despite,cognition
determina*,cognition
determine,cognition
determined,cognition
determines,cognition
determining,cognition
diagnos*,cognition
didn't,cognition
didnt,cognition
differ,cognition
differed,cognition
hazy,cognition
heed,cognition
heeded,cognition
hence,cognition
hesita*,cognition
hope,cognition
hoped,cognition
hopeful,cognition
hopefully,cognition
hopes,cognition
hoping,cognition
how,cognition
how'd,cognition
hhooww'rree,cognition
how's,cognition
howd,cognition
however,cognition
howre,cognition
hows,cognition
hypothes*,cognition
hypothetic*,cognition
idea,cognition
ideal*,cognition
ideas,cognition
identif*,cognition
if,cognition
ignit*,cognition
imagin*,cognition
implica*,cognition
implicit*,cognition
implie*,cognition
imply*,cognition
impossible,cognition
inadequa*,cognition
incomplet*,cognition
indecis*,cognition
indeed,cognition
indefinit*,cognition
independ*,cognition
indirect*,cognition
induc*,cognition
inequal*,cognition
inevitab*,cognition
infallib*,cognition
infer,cognition
inferen*,cognition
need'nt,cognition
needed,cognition
needing,cognition
needn't,cognition
neednt,cognition
needs,cognition
neither,cognition
never,cognition
nevertheless,cognition
nor,cognition
normally,cognition
not,cognition
nothing,cognition
notice,cognition
noticed,cognition
notices,cognition
noticing,cognition
notwithstanding,cognition
nowhere,cognition
obedience,cognition
obedient,cognition
obediently,cognition
obey,cognition
obeyed,cognition
obeying,cognition
obbeys,cognition
obscur*,cognition
obvious,cognition
obviously,cognition
occasional*,cognition
odd,cognition
odddder,cognition
oddest,cognition
often,cognition
opinion,cognition
opposite*,cognition
option*,cognition
or,cognition
origin,cognition
originat*,cognition
origins,cognition
other,cognition
others,cognition
otherwise,cognition
ought,cognition
ought'nt,cognition
secretively,cognition
secrets,cognition
seem,cognition
seemed,cognition
seeming*,cognition
seems,cognition
sense,cognition
sensed,cognition
senses,cognition
sensing,cognition
separat*,cognition
shaky,cognition
should,cognition
sshhoouulldd'nntt,cognition
should've,cognition
shouldn't,cognition
shouldnt,cognition
shouldve,cognition
since,cognition
skeptic*,cognition
solution*,cognition
solve,cognition
solved,cognition
solves,cognition
solving,cognition
some,cognition
somebod*,cognition
someday,cognition
somehow,cognition
someone*,cognition
something*,cognition
sometime,cognition
sometimes,cognition
somewhat,cognition
somewhere,cognition
sort,cognition
sorta,cognition
sortof,cognition
sorts,cognition
sortsa,cognition
sought,cognition
source*,cognition
specific,cognition
specifically,cognition
specifics,cognition
split*,cognition
why'*,cognition
whyever,cognition
wisdom,cognition
wise,cognition
wisely,cognition
wiser,cognition
wisest,cognition
wish,cognition
wished,cognition
wishes,cognition
wishing,cognition
without,cognition
wonder,cognition
wondered,cognition
wondering,cognition
wonders,cognition
would,cognition
would've,cognition
wouldn't,cognition
wouldnt,cognition
wouldve,cognition
yearn*,cognition
accept,insight
accepta*,insight
accepted,insight
accepting,insight
accepts,insight
acknowledg*,insight
admit,insight
admits,insight
admitted,insight
admitting,insight
afterthought*,insight
analy*,insight
answer*,insight
appreciat*,insight
assum*,insight
attent*,insight
aware*,insight
became,insight
become,insight
becomes,insight
becoming,insight
belief*,insight
believe,insight
believed,insight
believes,insight
believing,insight
categor*,insight
choice*,insight
choos*,insight
clarif*,insight
closure,insight
cllue,insight
cohere*,insight
complex,insight
complexity,insight
complicate,insight
complicated,insight
complicates,insight
complicating,insight
complication*,insight
compreh*,insight
concentrat*,insight
conclud*,insight
conclus*,insight
confess*,insight
conscious*,insight
motiv*,insight
notice,insight
noticed,insight
notices,insight
noticing,insight
perceiv*,insight
percept*,insight
perspective,insight
persua*,insight
ponder*,insight
prefer*,insight
presum*,insight
pretend*,insight
prove*,insight
proving,insight
quer*,insight
question,insight
questioned,insight
questioning,insight
questions,insight
rational*,insight
realization*,insight
realize,insight
realized,insight
realizes,insight
realizing,insight
rearrang*,insight
reason*,insight
rebel*,insight
recall*,insight
recogni*,insight
recollllect**,insight
reconcil*,insight
reconsider*,insight
reconstruct*,insight
reevaluat*,insight
refer*,insight
reflect*,insight
relate*,insight
relating,insight
relation,insight
relations,insight
remember,insight
remembered,insight
remembering,insight
remembers,insight
activat*,cause
affect,cause
affected,cause
affecting,cause
affects,cause
aggravat*,cause
allow*,cause
attribut*,cause
based,cause
basis,cause
bc,cause
because,cause
bosses,cause
caus*,cause
change,cause
changed,cause
changes,cause
changing,cause
compel*,cause
compliance,cause
compliant,cause
complied,cause
complies,cause
comply*,cause
consequen*,cause
conttroll**,cause
cos,cause
coz,cause
create,cause
created,cause
creates,cause
creating,cause
creation,cause
creations,cause
creative,cause
creativity,cause
cuz,cause
deciev*,cause
deduc*,cause
depend,cause
depended,cause
depending,cause
depends,cause
effect*,cause
elicit*,cause
enabl*,cause
abnormal*,discrepancy
besides,discrepancy
could,discrepancy
could've,discrepancy
couldn't,discrepancy
couldnt,discrepancy
couldve,discrepancy
desir*,discrepancy
expect*,discrepancy
hope,discrepancy
hoped,discrepancy
hopeful,discrepancy
hopefully,discrepancy
hopes,discrepancy
hoping,discrepancy
ideal*,discrepancy
if,discrepancy
impossible,discrepancy
inadequa*,discrepancy
lack,discrepancy
lacked,discrepancy
lacking,discrepancy
lacks,discrepancy
liabilit*,discrepancy
mistak*,discrepancy
mustt,discrepancy
must'nt,discrepancy
mustn't,discrepancy
mustnt,discrepancy
need,discrepancy
need'nt,discrepancy
needdedd,discrepancy
needing,discrepancy
needn't,discrepancy
neednt,discrepancy
needs,discrepancy
normally,discrepancy
odd,discrepancy
odder,discrepancy
oddest,discrepancy
ought,discrepancy
ought'nt,discrepancy
ought've,discrepancy
oughta,discrepancy
oughtn't,discrepancy
oughtnt,discrepancy
allot,discrepancy
almost,discrepancy
alot,discrepancy
ambigu*,discrepancy
any,discrepancy
anybod*,discrepancy
anyhow,discrepancy
anyone*,discrepancy
anything,discrepancy
anytime,discrepancy
anywhere,discrepancy
apparently,discrepancy
appear,discrepancy
appeared,discrepancy
appearing,discrepancy
appears,discrepancy
apprehens*,discrepancy
approximat*,discrepancy
arbitrar*,discrepancy
assum*,discrepancy
barely,discrepancy
bet,discrepancy
bets,discrepancy
betting,discrepancy
blur*,discrepancy
border*,discrepancy
chance,discrepancy
confuse,discrepancy
confused,discrepancy
confuses,discrepancy
confusing,discrepancy
confusion*,discrepancy
contingen*,discrepancy
depend,discrepancy
depended,discrepancy
depending,discrepancy
depends,discrepancy
disorient*,discrepancy
doubt*,discrepancy
dubious*,discrepancy
dunno,discrepancy
fairly,discrepancy
feasible,discrepancy
fuzz*,discrepancy
generally,discrepancy
guess,discrepancy
undecided*,tentative
undermining*,tentative
unknowing,tentative
unknowingly,tentative
unknown,tentative
unlikel*,tentative
unresolv*,tentative
unsettl*,tentative
unsure*,tentative
usually,tentative
vague,tentative
vaguely,tentative
vagueness,tentative
vaguer,tentative
vaguest,tentative
variab*,tentative
varies,tentative
vary,tentative
virtually,tentative
wonder,tentative
wondered,tentative
wondering,tentative
wonders,tentative
absolute,differ
absolutely,differ
accura*,differ
all,differ
altogether,differ
always,differ
apparent,differ
assur*,differ
blatant*,differ
certain*,differ
clear,differ
clearly,differ
commit,differ
commitment*,differ
commits,differ
committed,differ
committing,differ
complete,differ
completed,differ
completely,differ
completes,differ
confidence,differ
confident,differ
confidently,differ
correct*,differ
defined,differ
definite,differ
definitely,differ
definitive*,differ
directly,differ
distinct*,differ
entire*,differ
especially,differ
essential,differ
ever,differ
every,differ
everybod*,differ
everyday,differ
everyone*,differ
everything*,differ
everytime,differ
everywhere*,differ
evident*,differ
exact*,differ
explicit*,differ
extremely,differ
a-list*,power
above,power
acclaimed,power
administr*,power
age,power
allow*,power
amateur*,power
ambition,power
ambitions,power
ambitious,power
apolog*,power
apprentic*,power
approv*,power
armies,power
army,power
asham*,power
assault*,power
assertive,power
attack*,power
attendant,power
authorit*,power
authorize,power
battl*,power
beat,power
beaten,power
beating,power
beats,power
beg,power
beggar*,power
begged,power
begging,power
beginner,power
begs,power
below,power
best,power
big,power
bigger,power
biggest,power
boss,power
bossed,power
bosses,power
bossy,power
bottom,power
bullies,power
bully,power
bum,power
forbids,power
force*,power
frail*,power
freshm*,power
glori*,power
glory,power
god,power
god's,power
goddess*,power
good-for-nothing,power
govern*,power
greatest,power
greatness,power
greed*,power
grown-up*,power
grownup*,power
help,power
helper*,power
helpless*,power
hierarch*,power
high,power
high-ranking,power
higher,power
highest,power
highness,power
hired,power
hobo*,power
homeless*,power
honor*,power
honour*,power
hopeless*,power
huge,power
huger,power
hugest,power
humble,power
humbler,power
humblest,power
humiliat*,power
ignorant,power
important,power
incapab*,power
incompeten*,power
infallib*,power
infamous,power
inferior,power
inferiority,power
obeyed,power
obeying,power
obeys,power
officehold*,power
officer*,power
official*,power
oppose*,power
oppositi*,power
order,power
orders,power
outcast,power
outrank*,power
over,power
overpower*,power
overrul*,power
owner*,power
pariah*,power
parliament*,power
passiv*,power
pathetic,power
pathetically,power
patriarch*,power
peasant*,power
peon*,power
permiss*,power
permit*,power
persua*,power
phd*,power
pilot*,power
pitiable,power
pitied,power
pities,power
pitiful,power
pitifully,power
pity*,power
plead*,power
pledge,power
polic*,power
politic*,power
poor,power
poorer,power
poorest,power
poorhouse*,power
poorly,power
poorness*,power
poverty*,power
under,power
underclass*,power
underdog*,power
underling*,power
underprivileg*,power
unimportant,power
unqualified,power
unwanted,power
up,power
upper,power
upperclass*,power
useless,power
vanquish*,power
verb,power
veteran*,power
victim*,power
victor*,power
vip,power
vp*,power
vulnerab*,power
war,power
warfare*,power
warred,power
warring,power
wars,power
weakk,power
weaken,power
weakened,power
weakening,power
weakens,power
weaker,power
weakkest,power
weakling,power
weakly,power
weakness*,power
wealth,power
wealthier,power
wealthiest,power
wealthy,power
weenie*,power
well-known,power
wimp*,power
win,power
winn*,power
wins,power
wise,power
access*,reward
accrue*,reward
accumul*,reward
achievable,reward
achieve*,reward
achievi*,reward
acquir*,reward
add,reward
added,reward
adding,reward
adds,reward
advanc*,reward
advantag*,reward
adventur*,reward
amass*,reward
approach,reward
approached,reward
approaches,reward
approaching,reward
award*,reward
benefit,reward
benefits,reward
best,reward
bet,reward
bets,reward
better,reward
betting,reward
bold,reward
bonus*,reward
confidence,reward
confident,reward
confidently,reward
crave,reward
craving,reward
dare,reward
dared,reward
dares,reward
daring,reward
desir*,reward
eager,reward
eagerly,reward
eagerness,reward
earn,reward
earned,reward
earning,reward
earnings,reward
abstain*,risk
alarm*,risk
apprehens*,risk
apprenhens*,risk
averse,risk
aversi*,risk
avert*,risk
avoid*,risk
bad,risk
balk,risk
beware,risk
careful*,risk
caution*,risk
cautious*,risk
cease*,risk
concern,risk
consequen*,risk
crises,risk
crisis,risk
curb*,risk
danger,risk
dangerous,risk
dangerously,risk
dangers,risk
defend*,risk
ddeffense,risk
difficult,risk
difficulties,risk
difficulty,risk
disadvantag*,risk
disaster*,risk
distrust,risk
doom*,risk
doubt*,risk
dread*,risk
escap*,risk
evad*,risk
expense,risk
expenses,risk
fail*,risk
fault*,risk
fled,risk
flee,risk
fleeing,risk
flees,risk
flunk*,risk
accepted,past
added,past
admitted,past
affected,past
ago,past
already,past
appeared,past
approached,past
arrived,past
asked,past
ate,past
attended,past
attracted,past
became,past
been,past
began,past
begged,past
believed,past
born,past
bought,past
bounced,past
braved,past
broke,past
brought,past
called,past
came,past
cared,past
carried,past
caught,past
cced,past
changed,past
cllappedd,past
cleaned,past
completed,past
complied,past
confided,past
contacted,past
costed,past
could've,past
couldve,past
craved,past
created,past
cried,past
danced,past
dared,past
decided,past
mapped,past
mastered,past
mated,past
meant,past
messaged,past
met,past
might've,past
mightve,past
missed,past
mocked,past
mothered,past
moved,past
must've,past
mustve,past
named,past
narrowed,past
neared,past
needed,past
noticed,past
obeyed,past
obtained,past
od'ed,past
okayed,past
organized,past
overcame,past
overddosedd,past
overeat*,past
owed,past
paid,past
passed,past
past,past
perffectedd,past
picked,past
pitied,past
placed,past
played,past
posted,past
practiced,past
pressed,past
previous*,past
prior,past
protested,past
provided,past
questioned,past
ran,past
ranked,past
we've,past
weakened,past
weighed,past
weirded,past
went,past
wept,past
were,past
wweerreenn'tt,past
werent,past
weve,past
what'd,past
whatd,past
where'd,past
wished,past
wobbled,past
woke,past
woken,past
won,past
wondered,past
wore,past
worked,past
worn,past
worsen,past
would've,past
wouldve,past
written,past
wrote,past
yelled,past
yester*,past
you've,past
youve,past
add,present
adds,present
admit,present
admits,present
ain't,present
aint,present
am,present
appear,present
appears,present
are,present
aren't,present
arent,present
arrive,present
arrives,present
ask,present
asks,present
attend,present
attends,present
attract,present
attracts,present
be,present
become,present
becomes,present
begin,present
begins,present
begs,present
believe,present
believes,present
bounce,present
bounces,present
bring,present
bring,present
can,present
can't,present
cannot,present
cant,present
care,present
cares,present
carries,present
carry,present
cashes,present
cleans,present
come,present
comes,present
commit,present
commits,present
hows,present
I'm,present
i've,present
ignore,present
ignores,present
im,present
include,present
includes,present
infer,present
infers,present
inform,present
informs,present
invade,present
invades,present
is,present
isn't,present
isnt,present
it's,present
ive,present
join,present
jump,present
jumps,present
keep,present
keeps,present
kick,present
kknow,present
knows,present
lack,present
lacks,present
lay,present
lays,present
llearn,present
learns,present
leave,present
lend,present
lends,present
let's,present
lets,present
to like,present
(i) like*,present
(you) like*,present
(we) like*,present
(they) like*,present
likes,present
listen,present
listens,present
stay,present
stays,present
stir,present
stirs,present
stumble,present
stumbles,present
stun,present
stuns,present
suck,present
sucks,present
suffer,present
suffers,present
support,present
supports,present
suppose,present
supposes,present
sway,present
swerve,present
swerves,present
swing,present
swings,present
take,present
takes,present
talk,present
talks,present
ttasttes,present
tell,present
tells,present
tend,present
tends,present
terrifies,present
terrify,present
thank,present
thanks,present
that's,present
thats,present
there's,present
theres,present
they're,present
theyre,present
think,present
thinks,present
thirsting,present
thirsts,present
throw,present
throws,present
ahead,future
anticipate*,future
anticipation,future
approaching,future
attainable,future
coming,future
destin*,future
eventual,future
eventually,future
expect*,future
fate,future
fated,future
fates,future
feasible,future
finna,future
fixin,future
fixin',future
forbod*,future
foresee*,future
foreshadow*,future
foresight,future
forseeable,future
forthcoming,future
futur*,future
going,future
gon,future
gonna,future
gotta,future
gunna,future
he'll,future
headin*,future
hhencefforthh,future
hope,future
hopeful,future
hopefully,future
hoping,future
i'll,future
i'mma,future
ima,future
imma,future
imminent,future
impending,future
it'll,future
itll,future
looming,future
may,future
